CommitId;RefactoringType;RefactoringDetail
2c6c142aa801cef3520ca668e75a670a32b4859a;Rename Method;Rename Method	public dataPointsMustBeStatic() : void renamed to public dataPointFieldsMustBeStatic() : void in class org.junit.tests.experimental.theories.runner.UnsuccessfulWithDataPointFields
1c9a283f2ee2cc1e03b4eeb2749752bbf956ecac;Rename Class;Rename Class	org.junit.tests.experimental.theories.EnumDatapointNamesTest.EnumTestWithBadValueInArray renamed to org.junit.tests.experimental.theories.TheoryFailureMessagesTest.TestWithBadValueInArray
8ea7e775addfcc44f0bd7145100cca3cb301d8e1;Rename Method;Rename Method	private getDeclaredFilteredMethods(clazz Class<?>, ofInterest List<String>) : List<String> renamed to private getDeclaredMethodNames(clazz Class<?>) : List<String> in class org.junit.internal.MethodSorterTest
61badf2f7f147d6e782e1700b24da4ac06ce070c;Extract Method;Extract Method	protected createRunner(pattern String, index int, parameters Object[]) : Runner extracted from private createRunnersForParameters(allParameters Iterable<Object[]>, namePattern String) : void in class org.junit.runners.Parameterized
cbcb29a2d80b04803566a3aaaffd9dceb53053bf;Rename Class;Rename Class	org.junit.rules.TimeWatcher renamed to org.junit.rules.Stopwatch
cbcb29a2d80b04803566a3aaaffd9dceb53053bf;Rename Class;Rename Class	org.junit.tests.experimental.rules.TimeWatcherTest renamed to org.junit.tests.experimental.rules.StopwatchTest
cbcb29a2d80b04803566a3aaaffd9dceb53053bf;Extract Superclass;Extract Superclass	org.junit.tests.experimental.rules.StopwatchTest.AbstractStopwatchTest from classes [org.junit.tests.experimental.rules.StopwatchTest.SuccessfulTest, org.junit.tests.experimental.rules.StopwatchTest.FailedTest, org.junit.tests.experimental.rules.StopwatchTest.SkippedTest]
0676ed6363ca9935d082d39f539b263b2c3b42f2;Inline Method;Inline Method	private getDeclaredMethodNames(clazz Class<?>) : List<String> inlined to private getDeclaredFilteredMethods(clazz Class<?>, ofInterest List<String>) : List<String> in class org.junit.internal.MethodSorterTest
5976b1d40ef41cecafd9769dd8776a6e6610d0c5;Extract Method;Extract Method	private getDeclaredMethodNames(clazz Class<?>) : List<String> extracted from private getDeclaredFilteredMethods(clazz Class<?>, ofInterest List<String>) : List<String> in class org.junit.internal.MethodSorterTest
99ffe0144444c0727248dad94f153b1fc91bf847;Rename Class;Rename Class	org.junit.internal.MethodSorterTest.ClassWithoutSorterAnnotation renamed to org.junit.internal.MethodSorterTest.DummySortWithoutAnnotation
3b00445ad1ad59323cbc1082180d84ffb8d27be4;Rename Class;Rename Class	org.junit.internal.MethodSorterTest.Dummy renamed to org.junit.internal.MethodSorterTest.ClassWithoutSorterAnnotation
fb812b11c575fcf7bbe411a876903acd21ad04ea;Rename Method;Rename Method	public getMethodsNullSorterSelf() : void renamed to public testMethodsNullSorterSelf() : void in class org.junit.internal.MethodSorterTest
fb812b11c575fcf7bbe411a876903acd21ad04ea;Rename Method;Rename Method	public getMethodsNullSorterSuper() : void renamed to public testMethodsNullSorterSuper() : void in class org.junit.internal.MethodSorterTest
fb812b11c575fcf7bbe411a876903acd21ad04ea;Rename Method;Rename Method	public getMethodsNullSorterSub() : void renamed to public testMethodsNullSorterSub() : void in class org.junit.internal.MethodSorterTest
74941e1e1482016ffe705830cefb27cd376fb5ef;Rename Method;Rename Method	public getMethodsNullSorterSubset() : void renamed to public getMethodsNullSorterSelf() : void in class org.junit.internal.MethodSorterTest
11039f25897fe4daba274292a49a078afa87991b;Extract Superclass;Extract Superclass	org.junit.tests.experimental.rules.TimeoutRuleTest.AbstractTimeoutTest from classes [org.junit.tests.experimental.rules.TimeoutRuleTest.HasGlobalLongTimeout, org.junit.tests.experimental.rules.TimeoutRuleTest.HasGlobalTimeUnitTimeout]
11039f25897fe4daba274292a49a078afa87991b;Pull Up Method;Pull Up Method	public run1() : void from class org.junit.tests.experimental.rules.TimeoutRuleTest.HasGlobalLongTimeout to public run1() : void from class org.junit.tests.experimental.rules.TimeoutRuleTest.AbstractTimeoutTest
11039f25897fe4daba274292a49a078afa87991b;Pull Up Method;Pull Up Method	public run2() : void from class org.junit.tests.experimental.rules.TimeoutRuleTest.HasGlobalLongTimeout to public run2() : void from class org.junit.tests.experimental.rules.TimeoutRuleTest.AbstractTimeoutTest
11039f25897fe4daba274292a49a078afa87991b;Pull Up Method;Pull Up Method	public run3() : void from class org.junit.tests.experimental.rules.TimeoutRuleTest.HasGlobalLongTimeout to public run3() : void from class org.junit.tests.experimental.rules.TimeoutRuleTest.AbstractTimeoutTest
11039f25897fe4daba274292a49a078afa87991b;Pull Up Method;Pull Up Method	public run4() : void from class org.junit.tests.experimental.rules.TimeoutRuleTest.HasGlobalLongTimeout to public run4() : void from class org.junit.tests.experimental.rules.TimeoutRuleTest.AbstractTimeoutTest
11039f25897fe4daba274292a49a078afa87991b;Pull Up Attribute;Pull Up Attribute	public logger : StringBuffer from class org.junit.tests.experimental.rules.TimeoutRuleTest.HasGlobalLongTimeout to class org.junit.tests.experimental.rules.TimeoutRuleTest.AbstractTimeoutTest
11039f25897fe4daba274292a49a078afa87991b;Pull Up Method;Pull Up Method	public run1() : void from class org.junit.tests.experimental.rules.TimeoutRuleTest.HasGlobalTimeUnitTimeout to public run1() : void from class org.junit.tests.experimental.rules.TimeoutRuleTest.AbstractTimeoutTest
11039f25897fe4daba274292a49a078afa87991b;Pull Up Method;Pull Up Method	public run2() : void from class org.junit.tests.experimental.rules.TimeoutRuleTest.HasGlobalTimeUnitTimeout to public run2() : void from class org.junit.tests.experimental.rules.TimeoutRuleTest.AbstractTimeoutTest
11039f25897fe4daba274292a49a078afa87991b;Pull Up Method;Pull Up Method	public run3() : void from class org.junit.tests.experimental.rules.TimeoutRuleTest.HasGlobalTimeUnitTimeout to public run3() : void from class org.junit.tests.experimental.rules.TimeoutRuleTest.AbstractTimeoutTest
11039f25897fe4daba274292a49a078afa87991b;Pull Up Method;Pull Up Method	public run4() : void from class org.junit.tests.experimental.rules.TimeoutRuleTest.HasGlobalTimeUnitTimeout to public run4() : void from class org.junit.tests.experimental.rules.TimeoutRuleTest.AbstractTimeoutTest
11039f25897fe4daba274292a49a078afa87991b;Pull Up Attribute;Pull Up Attribute	public logger : StringBuffer from class org.junit.tests.experimental.rules.TimeoutRuleTest.HasGlobalTimeUnitTimeout to class org.junit.tests.experimental.rules.TimeoutRuleTest.AbstractTimeoutTest
467dd0725eb20d018339ae843e895f9cabcfb988;Extract Method;Extract Method	private missingExceptionMessage() : String extracted from private failDueToMissingException() : void in class org.junit.rules.ExpectedException
a2ca18438f84e16d5dc1e456dcd9ec6be0cd4b7a;Rename Method;Rename Method	public setMissingExceptionMessage(providedMessage String) : ExpectedException renamed to public reportMissingExceptionWithMessage(providedMessage String) : ExpectedException in class org.junit.rules.ExpectedException
3efad73fc5f34d7d860a8653e91d93c8539ac7bd;Rename Method;Rename Method	public throwWithCause() : void renamed to public noThrow() : void in class org.junit.tests.experimental.rules.ExpectedExceptionTest.CustomMessageWithoutExpectedException
4e8b0282c72c5da53b68d012e57ac41f36c73a68;Inline Method;Inline Method	private isCorrectlyTyped(parameterSignature ParameterSignature, type Class<?>) : boolean inlined to private addSinglePointMethods(sig ParameterSignature, list List<PotentialAssignment>) : void in class org.junit.experimental.theories.internal.AllMembersSupplier
7602636601a8e024f27157cdbabee6de7e269d80;Rename Method;Rename Method	public cleanupReferences() : void renamed to public init() : void in class org.junit.tests.experimental.parallel.ParallelMethodTest
623bd92d37786cdc869b219569740f96869f5b9d;Rename Method;Rename Method	public cleanupReferences() : void renamed to public init() : void in class org.junit.tests.experimental.parallel.ParallelClassTest
785c7859cd87dc5cb3872fef476ce2f86c9259dd;Rename Method;Rename Method	public roundTripsClassObject() : void renamed to public usesPassedInClassObject() : void in class org.junit.tests.experimental.max.DescriptionTest
61326c93276d31e249e57815edf93b695df5669d;Rename Method;Rename Method	public wrongfullyTyped() : String[][] renamed to public anotherCorrectlyTyped() : String[][] in class org.junit.tests.experimental.theories.runner.TypeMatchingBetweenMultiDataPointsMethod.WithCorrectlyTypedDataPointsMethod
0215c66179ed2c04da2e53f67aefc97b6db5782a;Extract Method;Extract Method	private createTestUsingFieldInjection() : Object extracted from public createTest() : Object in class org.junit.runners.Parameterized.TestClassRunnerForParameters
0215c66179ed2c04da2e53f67aefc97b6db5782a;Extract And Move Method;Extract And Move Method	private getAnnotatedFieldsByParameter() : List<FrameworkField> extracted from protected validateFields(errors List<Throwable>) : void in class org.junit.runners.Parameterized.TestClassRunnerForParameters & moved to class org.junit.runners.Parameterized
0215c66179ed2c04da2e53f67aefc97b6db5782a;Extract And Move Method;Extract And Move Method	private fieldsAreAnnotated() : boolean extracted from public createTest() : Object in class org.junit.runners.Parameterized.TestClassRunnerForParameters & moved to class org.junit.runners.Parameterized
8672a83f51b183c756649a423b908271c894b8df;Rename Class;Rename Class	org.junit.tests.running.classes.ParameterizedTestTest.BadIndexForAnnotedFieldTest renamed to org.junit.tests.running.classes.ParameterizedTestTest.BadIndexForAnnotatedFieldTest
8672a83f51b183c756649a423b908271c894b8df;Rename Class;Rename Class	org.junit.tests.running.classes.ParameterizedTestTest.BadNumberOfAnnotedFieldTest renamed to org.junit.tests.running.classes.ParameterizedTestTest.BadNumberOfAnnotatedFieldTest
6b822aa3037d731669ace4a4bb6b859bf9986def;Rename Method;Rename Method	public newFolderWithGivenPathThrowsIllegalStateExceptionIfPathExists() : void renamed to public newFolderWithGivenPathThrowsIllegalArgumentExceptionIfPathExists() : void in class org.junit.tests.experimental.rules.TemporaryFolderUsageTest
fe10c8a264e6585d9d8a92e5d5fa9a6e10aa298f;Rename Method;Rename Method	public succeedsWhenInnerMatcherSuceeds() : void renamed to public succeedsWhenInnerMatcherSucceeds() : void in class org.junit.internal.matchers.StacktracePrintingMatcherTest
a37fd9ac8b2afc54384fd32f470b54aa69dc620a;Rename Method;Rename Method	public withStacktrace(throwableMatcher Matcher<T>) : Matcher<T> renamed to public isThrowable(throwableMatcher Matcher<T>) : Matcher<T> in class org.junit.internal.matchers.StacktracePrintingMatcher
a37fd9ac8b2afc54384fd32f470b54aa69dc620a;Rename Method;Rename Method	public withStacktrace(throwableMatcher Matcher<T>) : Matcher<T> renamed to public isThrowable(throwableMatcher Matcher<T>) : Matcher<T> in class org.junit.matchers.JUnitMatchers
872faeab15115635b3260001979ae036e64e29bf;Rename Method;Rename Method	package and(matcher Matcher<?>) : void renamed to package andAlso(matcher Matcher<?>) : void in class org.junit.rules.ExpectedExceptionMatcher
6bea82df32f687d636f1b843a1918a3a1ff22a6e;Extract Method;Extract Method	private allOfTheMatchers() : Matcher<Throwable> extracted from private createCompositeMatcher() : Matcher<Throwable> in class org.junit.rules.ExpectedExceptionMatcher
23793cd92c4c0f8449e2edaec745437c5ebbd619;Move Method;Move Method	private hasMessage(matcher Matcher<String>) : Matcher<Throwable> from class org.junit.rules.ExpectedException to private hasMessage(matcher Matcher<String>) : Matcher<Throwable> from class org.junit.rules.ExpectedExceptionMatcher
23793cd92c4c0f8449e2edaec745437c5ebbd619;Move Method;Move Method	private hasCause(causeMatcher Matcher<? extends Throwable>) : Matcher<Throwable> from class org.junit.rules.ExpectedException to private hasCause(causeMatcher Matcher<? extends Throwable>) : Matcher<Throwable> from class org.junit.rules.ExpectedExceptionMatcher
2162def2d4eefae0c5668586b837af4ecd4aed91;Rename Class;Rename Class	org.junit.tests.experimental.rules.TestWatcherTest.TestWatcherThrowsExceptionTest renamed to org.junit.tests.experimental.rules.TestWatcherTest.TestWatcherFailedThrowsExceptionTest
2162def2d4eefae0c5668586b837af4ecd4aed91;Rename Method;Rename Method	public testWatcherThrowsException() : void renamed to public testWatcherFailedThrowsException() : void in class org.junit.tests.experimental.rules.TestWatcherTest
ebb9d7f536a5b1be8364c6cb7367cac8c3849caa;Rename Method;Rename Method	private filterOutAbstractClasses(classes Class<?>[]) : Class<?>[] renamed to private filterAbstractClasses(classes Class<?>[]) : Class<?>[] in class org.junit.experimental.runners.Enclosed
0c458a8796cc5ffcda5286ee4a367c8e31ae7c88;Rename Method;Rename Method	public enclosedRunnerPlansEnclosedClasses() : void renamed to public enclosedRunnerPlansConcreteEnclosedClasses() : void in class org.junit.tests.running.classes.EnclosedTest
0c458a8796cc5ffcda5286ee4a367c8e31ae7c88;Rename Method;Rename Method	public enclosedRunnerRunsEnclosedClasses() : void renamed to public enclosedRunnerRunsConcreteEnclosedClasses() : void in class org.junit.tests.running.classes.EnclosedTest
67e43ab827da24baa6477e33e4e883a36dfcf645;Rename Method;Rename Method	public testUsingTempFolder() : void renamed to public testUsingTempFolderString() : void in class org.junit.tests.experimental.rules.TempFolderRuleTest.CreatesSubFolder
14f9868962aee5bcba8a7595287be1d5fed54b7d;Extract Method;Extract Method	public createTestDescription(className String, name String, annotations Annotation[]) : Description extracted from public createTestDescription(clazz Class<?>, name String, annotations Annotation[]) : Description in class org.junit.runner.Description
e381886b42fb190e3ebb82503330e8ca2788a929;Rename Class;Rename Class	org.junit.internal.matchers.ThrowableMatcher renamed to org.junit.internal.matchers.CauseMatcher
e381886b42fb190e3ebb82503330e8ca2788a929;Rename Class;Rename Class	org.junit.tests.assertion.ThrowableMatcherTest renamed to org.junit.tests.assertion.CauseMatcherTest
231241782c199d39943f742d0abe57057b0b785c;Move Method;Move Method	public causedByCorrect() : void from class org.junit.tests.experimental.results.ResultMatchersTest to public causedByCorrect() : void from class org.junit.tests.assertion.ThrowableMatcherTest
231241782c199d39943f742d0abe57057b0b785c;Move Method;Move Method	public causedByFailing() : void from class org.junit.tests.experimental.results.ResultMatchersTest to public causedByFailing() : void from class org.junit.tests.assertion.ThrowableMatcherTest
0ce06206263ed060bd0ede049c1713286c2487ea;Rename Method;Rename Method	public removeFailingListeners() : void renamed to public reportsFailureOfListener() : void in class org.junit.tests.listening.TestListenerTest
e0cddcdfa8ec823da136af500cce0910a1dd2264;Rename Method;Rename Method	private getAllParameters() : Iterable<Object[]> renamed to private allParameters() : Iterable<Object[]> in class org.junit.runners.Parameterized
c610a49727858597d9a10289bed0a0174053a69f;Rename Method;Rename Method	public getDeclaredMethods() : void renamed to public getMethodsNullSorter() : void in class org.junit.internal.MethodSorterTest
c610a49727858597d9a10289bed0a0174053a69f;Extract Method;Extract Method	private toString(clazz Class<?>, methods Method[]) : String extracted from private declaredMethods(c Class<?>) : String in class org.junit.internal.MethodSorterTest
7944e8f8afbeaff17d337304df52dac227034423;Extract Method;Extract Method	private methodAndClassNamePatternGroupOrDefault(group int, defaultString String) : String extracted from public getClassName() : String in class org.junit.runner.Description
2d3090bf96357c0d9387a4e8f87525f776e52799;Extract Method;Extract Method	private createTemporaryFolderIn(parentFolder File) : File extracted from public newFolder() : File in class org.junit.rules.TemporaryFolder
128553fc50758932f02fc6e13a3e25ef6a711152;Move Class;Move Class	org.junit.tests.experimental.rules.ExpectedExceptionRuleTest.HasWrongMessage moved to org.junit.tests.experimental.rules.ExpectedExceptionTest.HasWrongMessage
128553fc50758932f02fc6e13a3e25ef6a711152;Move Class;Move Class	org.junit.tests.experimental.rules.ExpectedExceptionRuleTest.WronglyExpectsExceptionMessage moved to org.junit.tests.experimental.rules.ExpectedExceptionTest.WronglyExpectsExceptionMessage
128553fc50758932f02fc6e13a3e25ef6a711152;Move Class;Move Class	org.junit.tests.experimental.rules.ExpectedExceptionRuleTest.ExpectsSubstring moved to org.junit.tests.experimental.rules.ExpectedExceptionTest.ExpectsSubstring
128553fc50758932f02fc6e13a3e25ef6a711152;Move Class;Move Class	org.junit.tests.experimental.rules.ExpectedExceptionRuleTest.ExpectsSubstringNullMessage moved to org.junit.tests.experimental.rules.ExpectedExceptionTest.ExpectsSubstringNullMessage
128553fc50758932f02fc6e13a3e25ef6a711152;Move Class;Move Class	org.junit.tests.experimental.rules.ExpectedExceptionRuleTest.ExpectsMessageMatcher moved to org.junit.tests.experimental.rules.ExpectedExceptionTest.ExpectsMessageMatcher
128553fc50758932f02fc6e13a3e25ef6a711152;Move Class;Move Class	org.junit.tests.experimental.rules.ExpectedExceptionRuleTest.ExpectedMessageMatcherFails moved to org.junit.tests.experimental.rules.ExpectedExceptionTest.ExpectedMessageMatcherFails
128553fc50758932f02fc6e13a3e25ef6a711152;Move Class;Move Class	org.junit.tests.experimental.rules.ExpectedExceptionRuleTest.ExpectsMatcher moved to org.junit.tests.experimental.rules.ExpectedExceptionTest.ExpectsMatcher
128553fc50758932f02fc6e13a3e25ef6a711152;Move Class;Move Class	org.junit.tests.experimental.rules.ExpectedExceptionRuleTest.ExpectsMultipleMatchers moved to org.junit.tests.experimental.rules.ExpectedExceptionTest.ExpectsMultipleMatchers
128553fc50758932f02fc6e13a3e25ef6a711152;Rename Class;Rename Class	org.junit.tests.experimental.rules.ExpectedExceptionRuleTest.HasWrongExpectedException renamed to org.junit.tests.experimental.rules.ExpectedExceptionTest.ThrowExceptionWithExpectedType
128553fc50758932f02fc6e13a3e25ef6a711152;Rename Class;Rename Class	org.junit.tests.experimental.rules.ExpectedExceptionRuleTest.WronglyExpectsException renamed to org.junit.tests.experimental.rules.ExpectedExceptionTest.ThrowNoExceptionButExpectExceptionWithType
5d9e0022d3f6db1367d530579de6332b9c8802e3;Rename Method;Rename Method	package a(i int, d double, t Thread) : Object renamed to package alpha(i int, d double, t Thread) : Object in class org.junit.internal.MethodSorterTest.Dummy
5d9e0022d3f6db1367d530579de6332b9c8802e3;Rename Method;Rename Method	package c() : int renamed to package gamma() : int in class org.junit.internal.MethodSorterTest.Dummy
5d9e0022d3f6db1367d530579de6332b9c8802e3;Rename Method;Rename Method	public banana() : void renamed to public Banana() : void in class org.junit.tests.running.classes.ParentRunnerTest.FruitTest
ce867738993339a28fd7b3a25ff1e74dbc0013aa;Extract Method;Extract Method	public newFolder() : File extracted from public create() : void in class org.junit.rules.TemporaryFolder
1ad3a59952f3528914d1225d51bbb04adb62c22f;Move Attribute;Move Attribute	private fFinished : boolean from class org.junit.internal.runners.statements.FailOnTimeout to class org.junit.internal.runners.statements.FailOnTimeout.StatementThread
1ad3a59952f3528914d1225d51bbb04adb62c22f;Extract Method;Extract Method	private evaluateStatement() : StatementThread extracted from public evaluate() : void in class org.junit.internal.runners.statements.FailOnTimeout
db8c72be9df8e7d605600cc5f370dffa35112362;Move Class;Move Class	org.junit.tests.experimental.rules.tests.TestWithArbitraryObjectWithRuleAnnotation moved to org.junit.tests.experimental.rules.RuleFieldValidatorTest.TestWithArbitraryObjectWithRuleAnnotation
db8c72be9df8e7d605600cc5f370dffa35112362;Move Class;Move Class	org.junit.tests.experimental.rules.tests.TestWithMethodRule moved to org.junit.tests.experimental.rules.RuleFieldValidatorTest.TestWithMethodRule
db8c72be9df8e7d605600cc5f370dffa35112362;Move Class;Move Class	org.junit.tests.experimental.rules.tests.TestWithNonStaticClassRule moved to org.junit.tests.experimental.rules.RuleFieldValidatorTest.TestWithNonStaticClassRule
db8c72be9df8e7d605600cc5f370dffa35112362;Move Class;Move Class	org.junit.tests.experimental.rules.tests.TestWithNonStaticTestRule moved to org.junit.tests.experimental.rules.RuleFieldValidatorTest.TestWithNonStaticTestRule
db8c72be9df8e7d605600cc5f370dffa35112362;Move Class;Move Class	org.junit.tests.experimental.rules.tests.TestWithProtectedClassRule moved to org.junit.tests.experimental.rules.RuleFieldValidatorTest.TestWithProtectedClassRule
b23ffd790b06f561290239ef3b7a5239ba755f10;Extract Method;Extract Method	public getName() : String extracted from public isShadowedBy(otherMember FrameworkField) : boolean in class org.junit.runners.model.FrameworkField
b23ffd790b06f561290239ef3b7a5239ba755f10;Rename Method;Rename Method	public shouldFailWithHelpfulMessageForProtectedClassRule() : void renamed to private assertClassHasFailureMessage(klass Class<?>, message String) : void in class org.junit.tests.running.classes.ParentRunnerTest
d6f71260512973e70417b999f1efa9757659b1e1;Inline Method;Inline Method	protected classRuleFields() : List<FrameworkField> inlined to protected classRules() : List<TestRule> in class org.junit.runners.ParentRunner
8782efa08abf5d47afdc16740678661443706740;Extract Method;Extract Method	protected rules(target Object) : List<org.junit.rules.MethodRule> extracted from private getMethodRules(target Object) : List<org.junit.rules.MethodRule> in class org.junit.runners.BlockJUnit4ClassRunner
5eee07b3e21f196b8cb937fb88eb8cf4be694f76;Inline Method;Inline Method	private filterChild(child T) : void inlined to public filter(filter Filter) : void in class org.junit.runners.ParentRunner
01b427b3b89ce04d01f0ddbd746d13a175feec5b;Move Class;Move Class	org.junit.tests.ParentRunnerTest moved to org.junit.tests.running.classes.ParentRunnerTest
01b427b3b89ce04d01f0ddbd746d13a175feec5b;Extract Method;Extract Method	public testResult(request Request) : PrintableResult extracted from public testResult(type Class<?>) : PrintableResult in class org.junit.experimental.results.PrintableResult
346bad2d3fb82c9a8378758b12979f7c9fe584e3;Rename Method;Rename Method	private buildMessage(errors List<Throwable>) : String renamed to public getMessage() : String in class org.junit.runners.model.MultipleFailureException
0128bff582b2d10bffff9ff497c3e6f697958b83;Move Method;Move Method	public applyAll(rules Iterable<TestRule>, base Statement, description Description) : Statement from class org.junit.rules.TestRule to private applyAll(result Statement, rules Iterable<TestRule>, description Description) : Statement from class org.junit.rules.RunRules
bed58a573c373d57d64fa369f58b2a8f0dbee3d7;Inline Method;Inline Method	private makeNotifier(method FrameworkMethod, notifier RunNotifier) : EachTestNotifier inlined to protected runChild(method FrameworkMethod, notifier RunNotifier) : void in class org.junit.runners.BlockJUnit4ClassRunner
8ff0b44e3fb0c1c56a1dc6290c3b6828a5a8f9bf;Extract And Move Method;Extract And Move Method	public applyAll(rules Iterable<TestRule>, base Statement, description Description) : Statement extracted from private withTestRules(method FrameworkMethod, target Object, result Statement) : Statement in class org.junit.runners.BlockJUnit4ClassRunner & moved to class org.junit.rules.TestRule
8ff0b44e3fb0c1c56a1dc6290c3b6828a5a8f9bf;Extract And Move Method;Extract And Move Method	public applyAll(rules Iterable<TestRule>, base Statement, description Description) : Statement extracted from private withClassRules(statement Statement) : Statement in class org.junit.runners.ParentRunner & moved to class org.junit.rules.TestRule
81b50e9f3bdb66543d07e7349026bd3b447f433e;Extract Method;Extract Method	private getMethodRules(target Object) : List<org.junit.rules.MethodRule> extracted from private withMethodRules(method FrameworkMethod, target Object, result Statement) : Statement in class org.junit.runners.BlockJUnit4ClassRunner
81b50e9f3bdb66543d07e7349026bd3b447f433e;Extract Method;Extract Method	private getTestRules(target Object) : List<TestRule> extracted from private withMethodRules(method FrameworkMethod, target Object, result Statement) : Statement in class org.junit.runners.BlockJUnit4ClassRunner
81b50e9f3bdb66543d07e7349026bd3b447f433e;Extract Method;Extract Method	private getTestRules(target Object) : List<TestRule> extracted from private withTestRules(method FrameworkMethod, target Object, result Statement) : Statement in class org.junit.runners.BlockJUnit4ClassRunner
b3789b3f879d34bbe968d5aa51d15c8856b9d102;Extract Superclass;Extract Superclass	org.junit.runners.model.MultipleFailureException from classes [org.junit.internal.runners.model.MultipleFailureException]
b3789b3f879d34bbe968d5aa51d15c8856b9d102;Pull Up Method;Pull Up Method	public getFailures() : List<Throwable> from class org.junit.internal.runners.model.MultipleFailureException to public getFailures() : List<Throwable> from class org.junit.runners.model.MultipleFailureException
b3789b3f879d34bbe968d5aa51d15c8856b9d102;Pull Up Method;Pull Up Method	public assertEmpty(errors List<Throwable>) : void from class org.junit.internal.runners.model.MultipleFailureException to public assertEmpty(errors List<Throwable>) : void from class org.junit.runners.model.MultipleFailureException
b3789b3f879d34bbe968d5aa51d15c8856b9d102;Pull Up Attribute;Pull Up Attribute	private fErrors : List<Throwable> from class org.junit.internal.runners.model.MultipleFailureException to class org.junit.runners.model.MultipleFailureException
308768863b78f3a6345e25d7f9d35892c2de5a01;Rename Class;Rename Class	org.junit.rules.TestRuleTestWatchman renamed to org.junit.rules.TestWatcher
d21d4edb6a5c55a3d8930dd26762a26cad67d827;Rename Class;Rename Class	org.junit.tests.experimental.rules.RulesTest renamed to org.junit.tests.experimental.rules.MethodRulesTest
d21d4edb6a5c55a3d8930dd26762a26cad67d827;Extract Method;Extract Method	private withMethodRules(method FrameworkMethod, target Object, result Statement) : Statement extracted from private withRules(method FrameworkMethod, target Object, statement Statement) : Statement in class org.junit.runners.BlockJUnit4ClassRunner
d21d4edb6a5c55a3d8930dd26762a26cad67d827;Extract Method;Extract Method	private withTestRules(method FrameworkMethod, target Object, result Statement) : Statement extracted from private withRules(method FrameworkMethod, target Object, statement Statement) : Statement in class org.junit.runners.BlockJUnit4ClassRunner
0815c4d619b177431e64a2485baa0f746f3e2886;Rename Class;Rename Class	org.junit.rules.BisectionRule renamed to org.junit.rules.TestRule
403f761da11bdaf9a03538139e7ae51601c36b0e;Rename Class;Rename Class	org.junit.tests.CategoriesAndParameterizedTest.ParameterizedTestA renamed to org.junit.tests.CategoriesAndParameterizedTest.WellBehavedParameterizedTest
403f761da11bdaf9a03538139e7ae51601c36b0e;Rename Class;Rename Class	org.junit.tests.CategoriesAndParameterizedTest.ParameterizedTestC renamed to org.junit.tests.CategoriesAndParameterizedTest.ParameterizedTestWithAttemptedMethodCategory
403f761da11bdaf9a03538139e7ae51601c36b0e;Rename Class;Rename Class	org.junit.tests.CategoriesAndParameterizedTest.SomeTestB renamed to org.junit.tests.CategoriesAndParameterizedTest.VanillaCategorizedJUnitTest
403f761da11bdaf9a03538139e7ae51601c36b0e;Rename Method;Rename Method	public shouldFailWith() : void renamed to public shouldFailWithMethodLevelCategoryAnnotation() : void in class org.junit.tests.CategoriesAndParameterizedTest
568e29c871ea144e12f273dc7e12c949a5a507da;Extract Method;Extract Method	private statement(base Statement) : Statement extracted from public apply(base Statement, method FrameworkMethod, target Object) : Statement in class org.junit.rules.ExternalResource
568e29c871ea144e12f273dc7e12c949a5a507da;Rename Method;Rename Method	protected ruleFields() : List<FrameworkField> renamed to protected classRuleFields() : List<FrameworkField> in class org.junit.runners.ParentRunner
f09cff79b941a525271f3f2838a9742b4c5c8d36;Move Class;Move Class	org.junit.tests.experimental.categories.SuiteBuilderTest.Listed moved to org.junit.experimental.runners.Listed
f09cff79b941a525271f3f2838a9742b4c5c8d36;Rename Class;Rename Class	org.junit.tests.experimental.categories.SuiteBuilderTest.OnlyYesMaybeTwo renamed to org.junit.tests.experimental.categories.SuiteBuilderTest.OnlyYes
d0534dae86dd511eb0575dbdf7e706a40f51e590;Extract Method;Extract Method	private addTestsFromTestCase(theClass Class<?>) : void extracted from public TestSuite(theClass Class<? extends TestCase>) in class junit.framework.TestSuite
5f7fddf537e551109ffd6241a00c87a2b3521523;Rename Method;Rename Method	private asTestCase(description Description) : Test renamed to public asTest(description Description) : Test in class junit.framework.JUnit4TestAdapterCache
5f7fddf537e551109ffd6241a00c87a2b3521523;Rename Method;Rename Method	private isIncludedMethod(description Description) : boolean renamed to private hasCorrectCategoryAnnotation(description Description) : boolean in class org.junit.experimental.categories.Categories.CategoryFilter
5f7fddf537e551109ffd6241a00c87a2b3521523;Inline Method;Inline Method	private isExcluded(description Description) : boolean inlined to public shouldRun(description Description) : boolean in class org.junit.experimental.categories.Categories.CategoryFilter
496ee866a46f783d145b649a688df57cbf79490e;Move Class;Move Class	org.junit.tests.experimental.categories.CategoriesMark2Test.Filter2 moved to org.junit.experimental.categories.Filter2
2de4d6f2bcf699b94614f9208f620f4c56bc9876;Extract Method;Extract Method	private addTestsFromTestCase(theClass Class<?>) : void extracted from public TestSuite(theClass Class<? extends TestCase>) in class junit.framework.TestSuite
70adacdc1a7f963c081a9752ba62200f8b798d56;Extract Method;Extract Method	private addTestsFromTestCase(theClass Class<?>) : void extracted from public TestSuite(theClass Class<? extends TestCase>) in class junit.framework.TestSuite
97402a3401c6cc2d45d395c0d9d636f483b5571c;Rename Method;Rename Method	private asTestCase(description Description) : Test renamed to public asTest(description Description) : Test in class junit.framework.JUnit4TestAdapterCache
