CommitId;RefactoringType;RefactoringDetail
11258fcfd07dd63754fbea374bbba59ea82bc685;Extract And Move Method;Extract And Move Method	public assertEmpty(errors List<Throwable>) : void extracted from public evaluate() : void in class org.junit.internal.runners.statements.RunAfters & moved to class org.junit.internal.runners.model.MultipleFailureException
7c6809f47fde700f345ded8faaff468dc2d53c08;Rename Class;Rename Class	org.junit.tests.experimental.interceptor.ExpectedExceptionInterceptorTest.ExpectsMatcherFails renamed to org.junit.tests.experimental.interceptor.ExpectedExceptionInterceptorTest.ExpectedMessageMatcherFails
7c6809f47fde700f345ded8faaff468dc2d53c08;Extract Method;Extract Method	public expect(matcher Matcher<?>) : void extracted from public expect(type Class<? extends Throwable>) : void in class org.junit.experimental.interceptor.ExpectedException
7c6809f47fde700f345ded8faaff468dc2d53c08;Extract Method;Extract Method	public expect(matcher Matcher<?>) : void extracted from public expectMessage(matcher Matcher<String>) : void in class org.junit.experimental.interceptor.ExpectedException
a423117429dc71bf3068eeae38c6443672beda7f;Extract Method;Extract Method	public expectMessage(matcher Matcher<String>) : void extracted from public expectMessage(message String) : void in class org.junit.experimental.interceptor.ExpectedException
a01928138beb41a189dc1fa43f92942b39393cbb;Rename Class;Rename Class	org.junit.tests.experimental.interceptor.ExpectedExceptionInterceptorTest.ExpectsMatcherFails renamed to org.junit.tests.experimental.interceptor.ExpectedExceptionInterceptorTest.ExpectedMessageMatcherFails
a01928138beb41a189dc1fa43f92942b39393cbb;Extract Method;Extract Method	public expect(matcher Matcher<?>) : void extracted from public expect(type Class<? extends Throwable>) : void in class org.junit.experimental.interceptor.ExpectedException
a01928138beb41a189dc1fa43f92942b39393cbb;Extract Method;Extract Method	public expect(matcher Matcher<?>) : void extracted from public expectMessage(matcher Matcher<String>) : void in class org.junit.experimental.interceptor.ExpectedException
d5af0e46c1cd912ef0932ce868517b1e8335531e;Extract Method;Extract Method	public expectMessage(matcher Matcher<String>) : void extracted from public expectMessage(message String) : void in class org.junit.experimental.interceptor.ExpectedException
79b7c3e8f1d725460212c659524b9bbf5d8a1461;Rename Method;Rename Method	public everyItem(elementMatcher Matcher<T>) : Matcher<Iterable<T>> renamed to public each(elementMatcher Matcher<T>) : Matcher<Iterable<T>> in class org.junit.matchers.JUnitMatchers
9164fdee10603ebdb2b4a7d78ab00046fa3ad37f;Rename Method;Rename Method	public everyItem(elementMatcher Matcher<T>) : Matcher<Iterable<T>> renamed to public each(elementMatcher Matcher<T>) : Matcher<Iterable<T>> in class org.junit.matchers.JUnitMatchers
fb7e47081b37842a814e9f35013b9b12a33b3fc3;Pull Up Method;Pull Up Method	private validateField(field Field, errors List<Throwable>) : void from class org.junit.experimental.interceptor.Interceptors to private validateInterceptorField(field Field, errors List<Throwable>) : void from class org.junit.runners.BlockJUnit4ClassRunner
fb7e47081b37842a814e9f35013b9b12a33b3fc3;Pull Up Method;Pull Up Method	private intercept(statement Statement, target Object, method FrameworkMethod) : Statement from class org.junit.experimental.interceptor.Interceptors to protected withInterceptors(method FrameworkMethod, test Object, statement Statement) : Statement from class org.junit.runners.BlockJUnit4ClassRunner
fb7e47081b37842a814e9f35013b9b12a33b3fc3;Pull Up Method;Pull Up Method	private interceptorFields() : List<FrameworkField> from class org.junit.experimental.interceptor.Interceptors to private interceptorFields() : List<FrameworkField> from class org.junit.runners.BlockJUnit4ClassRunner
356a069f8cbbad2a368fdbc6ceee4e94200e7140;Rename Method;Rename Method	private addToAnnotationList(annotation Class<? extends Annotation>, testMethod FrameworkMethod) : void renamed to private addToAnnotationLists(member T, map Map<Class<?>,List<T>>) : void in class org.junit.runners.model.TestClass
e6769d4009db8030661815965e2e22829a4619ff;Pull Up Method;Pull Up Method	private validateField(field Field, errors List<Throwable>) : void from class org.junit.experimental.interceptor.Interceptors to private validateInterceptorField(field Field, errors List<Throwable>) : void from class org.junit.runners.BlockJUnit4ClassRunner
e6769d4009db8030661815965e2e22829a4619ff;Pull Up Method;Pull Up Method	private intercept(statement Statement, target Object, method FrameworkMethod) : Statement from class org.junit.experimental.interceptor.Interceptors to protected withInterceptors(method FrameworkMethod, test Object, statement Statement) : Statement from class org.junit.runners.BlockJUnit4ClassRunner
e6769d4009db8030661815965e2e22829a4619ff;Pull Up Method;Pull Up Method	private interceptorFields() : List<FrameworkField> from class org.junit.experimental.interceptor.Interceptors to private interceptorFields() : List<FrameworkField> from class org.junit.runners.BlockJUnit4ClassRunner
bbcb8f416628bc168a2ed8353a30b4e9647abf6f;Rename Method;Rename Method	private addToAnnotationList(annotation Class<? extends Annotation>, testMethod FrameworkMethod) : void renamed to private addToAnnotationLists(member T, map Map<Class<?>,List<T>>) : void in class org.junit.runners.model.TestClass
5eaf0fb09857851e8cf6740d2896705bd2014318;Move Class;Move Class	org.junit.tests.experimental.InterceptorTest moved to org.junit.tests.experimental.interceptor.InterceptorTest
5eaf0fb09857851e8cf6740d2896705bd2014318;Move Class;Move Class	org.junit.tests.experimental.TimeoutInterceptorTest moved to org.junit.tests.experimental.interceptor.TimeoutInterceptorTest
507e7b1799801409104fa5054b3bc6ac3fe82e7d;Move Class;Move Class	org.junit.tests.experimental.InterceptorTest moved to org.junit.tests.experimental.interceptor.InterceptorTest
507e7b1799801409104fa5054b3bc6ac3fe82e7d;Move Class;Move Class	org.junit.tests.experimental.TimeoutInterceptorTest moved to org.junit.tests.experimental.interceptor.TimeoutInterceptorTest
13bda470bfa1fe989ce80d616fb096af1b937146;Extract Method;Extract Method	protected modify(runner Runner) : Runner extracted from public getSuite(builder RunnerBuilder, classes Class<?>[]) : Runner in class org.junit.runner.Computer
13bda470bfa1fe989ce80d616fb096af1b937146;Extract Method;Extract Method	protected modify(runner Runner) : Runner extracted from protected getRunner(builder RunnerBuilder, testClass Class<?>) : Runner in class org.junit.runner.Computer
ad5971c88fb501f007cf1a75200349fb7cbb4b25;Extract Method;Extract Method	protected modify(runner Runner) : Runner extracted from public getSuite(builder RunnerBuilder, classes Class<?>[]) : Runner in class org.junit.runner.Computer
ad5971c88fb501f007cf1a75200349fb7cbb4b25;Extract Method;Extract Method	protected modify(runner Runner) : Runner extracted from protected getRunner(builder RunnerBuilder, testClass Class<?>) : Runner in class org.junit.runner.Computer
b94a710a62228a54b13309c634047ae3ce77d58e;Rename Method;Rename Method	public testInfiniteLoop() : void renamed to public testInfiniteLoop1() : void in class org.junit.tests.experimental.TimeoutInterceptorTest.HasGlobalTimeout
219beb35ca3cfe068b45a8e4ee28989a526387dd;Rename Method;Rename Method	public testInfiniteLoop() : void renamed to public testInfiniteLoop1() : void in class org.junit.tests.experimental.TimeoutInterceptorTest.HasGlobalTimeout
31cbeb4f3c141295d0b0703ccff2b2ffbee780f4;Rename Method;Rename Method	public internalArrayEquals(message String, expecteds Object, actuals Object) : void renamed to public arrayEquals(message String, expecteds Object, actuals Object) : void in class org.junit.internal.ComparisonCriteria
44e2ed65cd904fc03aecd3b0763856009294bdec;Extract Superclass;Extract Superclass	org.junit.internal.ComparisonCriteria from classes [org.junit.internal.InexactComparisonCriteria]
44e2ed65cd904fc03aecd3b0763856009294bdec;Pull Up Method;Pull Up Method	public internalArrayEquals(message String, expecteds Object, actuals Object) : void from class org.junit.internal.InexactComparisonCriteria to public internalArrayEquals(message String, expecteds Object, actuals Object) : void from class org.junit.internal.ComparisonCriteria
0dc3de7fbcf997ca8465ed9e7793a0b4f730121b;Rename Method;Rename Method	public internalArrayEquals(message String, expecteds Object, actuals Object) : void renamed to public arrayEquals(message String, expecteds Object, actuals Object) : void in class org.junit.internal.ComparisonCriteria
11f0abd09655be84d94d3013cf0c46f8239369e6;Extract Superclass;Extract Superclass	org.junit.internal.ComparisonCriteria from classes [org.junit.internal.InexactComparisonCriteria]
11f0abd09655be84d94d3013cf0c46f8239369e6;Pull Up Method;Pull Up Method	public internalArrayEquals(message String, expecteds Object, actuals Object) : void from class org.junit.internal.InexactComparisonCriteria to public internalArrayEquals(message String, expecteds Object, actuals Object) : void from class org.junit.internal.ComparisonCriteria
e13f8cdc5c3394962fc6eddde235980181b3bb8c;Rename Method;Rename Method	public interceptorIsIntroducedAnEvaluated() : void renamed to public interceptorIsIntroducedAndEvaluated() : void in class org.junit.tests.experimental.InterceptorTest
8e20f520565dc52f5599eafd54b603043bfecbaf;Rename Method;Rename Method	public forFolder(storedResults File) : MaxCore renamed to public storedLocally(storedResults File) : MaxCore in class org.junit.experimental.max.MaxCore
8e20f520565dc52f5599eafd54b603043bfecbaf;Rename Method;Rename Method	public matchDescription(desiredDescription Description) : Filter renamed to public matchMethodDescription(desiredDescription Description) : Filter in class org.junit.runner.manipulation.Filter
f3c211455b9e09be36e4bf7ccc499fbdd35a527a;Rename Method;Rename Method	public forFolder(storedResults File) : MaxCore renamed to public storedLocally(storedResults File) : MaxCore in class org.junit.experimental.max.MaxCore
f3c211455b9e09be36e4bf7ccc499fbdd35a527a;Rename Method;Rename Method	public matchDescription(desiredDescription Description) : Filter renamed to public matchMethodDescription(desiredDescription Description) : Filter in class org.junit.runner.manipulation.Filter
95da39292ea777ec3ff99be2bb23d46f704f683a;Rename Method;Rename Method	public getFolder() : String renamed to public getFile() : File in class org.junit.experimental.max.MaxHistory
9a2e993c544a2cd1a0b93c9f59340910f51366b4;Rename Method;Rename Method	public getFolder() : String renamed to public getFile() : File in class org.junit.experimental.max.MaxHistory
d6c79c0f626afd12506b6a5a672cdec84683c3ca;Move Class;Move Class	org.junit.experimental.max.MaxCore.TestComparator moved to org.junit.experimental.max.MaxHistory.TestComparator
d6c79c0f626afd12506b6a5a672cdec84683c3ca;Move Class;Move Class	org.junit.tests.experimental.parallel.ParallelComputer moved to org.junit.experimental.ParallelComputer
d6c79c0f626afd12506b6a5a672cdec84683c3ca;Move Attribute;Move Attribute	private serialVersionUID : long from class org.junit.experimental.max.MaxCore to class org.junit.experimental.max.MaxHistory
d6c79c0f626afd12506b6a5a672cdec84683c3ca;Move Attribute;Move Attribute	public fDurations : Map<String,Long> from class org.junit.experimental.max.MaxCore to class org.junit.experimental.max.MaxHistory
d6c79c0f626afd12506b6a5a672cdec84683c3ca;Move Attribute;Move Attribute	public fFailureTimestamps : Map<String,Long> from class org.junit.experimental.max.MaxCore to class org.junit.experimental.max.MaxHistory
d6c79c0f626afd12506b6a5a672cdec84683c3ca;Move Attribute;Move Attribute	public fFolder : String from class org.junit.experimental.max.MaxCore to class org.junit.experimental.max.MaxHistory
d6c79c0f626afd12506b6a5a672cdec84683c3ca;Rename Method;Rename Method	private greaterThanOrEquals(l long) : Matcher<Long> renamed to private betweenInclusive(min long, max long) : Matcher<Long> in class org.junit.tests.experimental.parallel.ParallelMethodTest
d6c79c0f626afd12506b6a5a672cdec84683c3ca;Move Method;Move Method	public getFolder() : String from class org.junit.experimental.max.MaxCore to public getFolder() : String from class org.junit.experimental.max.MaxHistory
d6c79c0f626afd12506b6a5a672cdec84683c3ca;Move Method;Move Method	public forget() : void from class org.junit.experimental.max.MaxCore to public forget() : void from class org.junit.experimental.max.MaxHistory
d6c79c0f626afd12506b6a5a672cdec84683c3ca;Move Method;Move Method	public testComparator() : Comparator<Description> from class org.junit.experimental.max.MaxCore to public testComparator() : Comparator<Description> from class org.junit.experimental.max.MaxHistory
d6c79c0f626afd12506b6a5a672cdec84683c3ca;Move Method;Move Method	private save() : void from class org.junit.experimental.max.MaxCore to package save() : void from class org.junit.experimental.max.MaxHistory
d6c79c0f626afd12506b6a5a672cdec84683c3ca;Move Method;Move Method	private getFailureTimestamp(key Description) : Long from class org.junit.experimental.max.MaxCore to package getFailureTimestamp(key Description) : Long from class org.junit.experimental.max.MaxHistory
d6c79c0f626afd12506b6a5a672cdec84683c3ca;Move Method;Move Method	private putTestFailureTimestamp(key Description, end long) : void from class org.junit.experimental.max.MaxCore to package putTestFailureTimestamp(key Description, end long) : void from class org.junit.experimental.max.MaxHistory
d6c79c0f626afd12506b6a5a672cdec84683c3ca;Move Method;Move Method	private isNewTest(key Description) : boolean from class org.junit.experimental.max.MaxCore to package isNewTest(key Description) : boolean from class org.junit.experimental.max.MaxHistory
d6c79c0f626afd12506b6a5a672cdec84683c3ca;Move Method;Move Method	private getTestDuration(key Description) : Long from class org.junit.experimental.max.MaxCore to package getTestDuration(key Description) : Long from class org.junit.experimental.max.MaxHistory
d6c79c0f626afd12506b6a5a672cdec84683c3ca;Move Method;Move Method	private putTestDuration(description Description, duration long) : void from class org.junit.experimental.max.MaxCore to package putTestDuration(description Description, duration long) : void from class org.junit.experimental.max.MaxHistory
6664bd272c43bcdf00f9ef9ce6f2d73af82036b1;Inline Method;Inline Method	private addFirstListener(listener RunListener) : void inlined to public run(runner Runner) : Result in class org.junit.runner.JUnitCore
474df716f498aa2695c422cceb3e46cad999e972;Move Class;Move Class	org.junit.experimental.max.MaxCore.TestComparator moved to org.junit.experimental.max.MaxHistory.TestComparator
474df716f498aa2695c422cceb3e46cad999e972;Move Class;Move Class	org.junit.tests.experimental.parallel.ParallelComputer moved to org.junit.experimental.ParallelComputer
474df716f498aa2695c422cceb3e46cad999e972;Move Attribute;Move Attribute	private serialVersionUID : long from class org.junit.experimental.max.MaxCore to class org.junit.experimental.max.MaxHistory
474df716f498aa2695c422cceb3e46cad999e972;Move Attribute;Move Attribute	public fDurations : Map<String,Long> from class org.junit.experimental.max.MaxCore to class org.junit.experimental.max.MaxHistory
474df716f498aa2695c422cceb3e46cad999e972;Move Attribute;Move Attribute	public fFailureTimestamps : Map<String,Long> from class org.junit.experimental.max.MaxCore to class org.junit.experimental.max.MaxHistory
474df716f498aa2695c422cceb3e46cad999e972;Move Attribute;Move Attribute	public fFolder : String from class org.junit.experimental.max.MaxCore to class org.junit.experimental.max.MaxHistory
474df716f498aa2695c422cceb3e46cad999e972;Rename Method;Rename Method	private greaterThanOrEquals(l long) : Matcher<Long> renamed to private betweenInclusive(min long, max long) : Matcher<Long> in class org.junit.tests.experimental.parallel.ParallelMethodTest
474df716f498aa2695c422cceb3e46cad999e972;Move Method;Move Method	public getFolder() : String from class org.junit.experimental.max.MaxCore to public getFolder() : String from class org.junit.experimental.max.MaxHistory
474df716f498aa2695c422cceb3e46cad999e972;Move Method;Move Method	public forget() : void from class org.junit.experimental.max.MaxCore to public forget() : void from class org.junit.experimental.max.MaxHistory
474df716f498aa2695c422cceb3e46cad999e972;Move Method;Move Method	public testComparator() : Comparator<Description> from class org.junit.experimental.max.MaxCore to public testComparator() : Comparator<Description> from class org.junit.experimental.max.MaxHistory
474df716f498aa2695c422cceb3e46cad999e972;Move Method;Move Method	private save() : void from class org.junit.experimental.max.MaxCore to package save() : void from class org.junit.experimental.max.MaxHistory
474df716f498aa2695c422cceb3e46cad999e972;Move Method;Move Method	private getFailureTimestamp(key Description) : Long from class org.junit.experimental.max.MaxCore to package getFailureTimestamp(key Description) : Long from class org.junit.experimental.max.MaxHistory
474df716f498aa2695c422cceb3e46cad999e972;Move Method;Move Method	private putTestFailureTimestamp(key Description, end long) : void from class org.junit.experimental.max.MaxCore to package putTestFailureTimestamp(key Description, end long) : void from class org.junit.experimental.max.MaxHistory
474df716f498aa2695c422cceb3e46cad999e972;Move Method;Move Method	private isNewTest(key Description) : boolean from class org.junit.experimental.max.MaxCore to package isNewTest(key Description) : boolean from class org.junit.experimental.max.MaxHistory
474df716f498aa2695c422cceb3e46cad999e972;Move Method;Move Method	private getTestDuration(key Description) : Long from class org.junit.experimental.max.MaxCore to package getTestDuration(key Description) : Long from class org.junit.experimental.max.MaxHistory
474df716f498aa2695c422cceb3e46cad999e972;Move Method;Move Method	private putTestDuration(description Description, duration long) : void from class org.junit.experimental.max.MaxCore to package putTestDuration(description Description, duration long) : void from class org.junit.experimental.max.MaxHistory
6eb76c8b08c738823546fe5b935b653951fc773e;Inline Method;Inline Method	private addFirstListener(listener RunListener) : void inlined to public run(runner Runner) : Result in class org.junit.runner.JUnitCore
d9c81356e3a2fbb165c71b32d63d0cc39a1bd861;Rename Method;Rename Method	public parseClass() : Class<?> renamed to public getTestClass() : Class<?> in class org.junit.runner.Description
d9c81356e3a2fbb165c71b32d63d0cc39a1bd861;Move Method;Move Method	public buildRunner() : Runner from class org.junit.runner.Description to private buildRunner(each Description) : Runner from class org.junit.experimental.max.MaxCore
d9c81356e3a2fbb165c71b32d63d0cc39a1bd861;Move Method;Move Method	public parseClass_whenCantParse() : void from class org.junit.tests.experimental.max.MaxStarterTest to public parseClass_whenCantParse() : void from class org.junit.tests.experimental.max.DescriptionTest
d9c81356e3a2fbb165c71b32d63d0cc39a1bd861;Move Method;Move Method	public parseMethod_whenCantParse() : void from class org.junit.tests.experimental.max.MaxStarterTest to public parseMethod_whenCantParse() : void from class org.junit.tests.experimental.max.DescriptionTest
d9c81356e3a2fbb165c71b32d63d0cc39a1bd861;Move Method;Move Method	public createSuiteDescription_whenZeroLength() : void from class org.junit.tests.experimental.max.MaxStarterTest to public createSuiteDescription_whenZeroLength() : void from class org.junit.tests.experimental.max.DescriptionTest
34dd9f4e2bebbcf694dcb855a29edff9243a10d3;Rename Method;Rename Method	private greaterThan(l long) : Matcher<Long> renamed to private greaterThanOrEquals(l long) : Matcher<Long> in class org.junit.tests.experimental.parallel.ParallelMethodTest
34dd9f4e2bebbcf694dcb855a29edff9243a10d3;Rename Method;Rename Method	public everythingIsZero(x int, y int) : void renamed to public allIntsAreEqual(x int, y int) : void in class org.junit.tests.experimental.theories.runner.SuccessfulWithDataPointFields.HasATwoParameterTheory
90bf3119a6326671cc467386036302cc6040f752;Extract Method;Extract Method	public getClassName() : String extracted from public parseClass() : Class<?> in class org.junit.runner.Description
421ab330509a53302f56b209595f55b23bfdfc0e;Extract Method;Extract Method	public setTest(test Test) : void extracted from public JUnit38ClassRunner(test Test) in class org.junit.internal.runners.JUnit38ClassRunner
421ab330509a53302f56b209595f55b23bfdfc0e;Extract Method;Extract Method	public setTest(test Test) : void extracted from public filter(filter Filter) : void in class org.junit.internal.runners.JUnit38ClassRunner
421ab330509a53302f56b209595f55b23bfdfc0e;Extract Method;Extract Method	public getTest() : Test extracted from public getDescription() : Description in class org.junit.internal.runners.JUnit38ClassRunner
421ab330509a53302f56b209595f55b23bfdfc0e;Move Method;Move Method	private parseClass(description Description) : Class<?> from class org.junit.experimental.max.MaxCore to public parseClass() : Class<?> from class org.junit.runner.Description
421ab330509a53302f56b209595f55b23bfdfc0e;Move Method;Move Method	private parseMethod(description Description) : String from class org.junit.experimental.max.MaxCore to public parseMethod() : String from class org.junit.runner.Description
41cbbf7e228b8f7908e672a79863ff970316b120;Extract Method;Extract Method	public assertArraysAreSameLength(expecteds Object, actuals Object, header String) : int extracted from private internalArrayEquals(message String, expecteds Object, actuals Object) : void in class org.junit.Assert
fa6483264ce2530585b374c276c2266d0d0c4ef0;Rename Method;Rename Method	public junit3TestsAreOnlyIncludedOnceWhenExpandingForSorting() : void renamed to public junit3TestsAreRunOnce() : void in class org.junit.tests.experimental.max.MaxStarterTest
fa6483264ce2530585b374c276c2266d0d0c4ef0;Extract And Move Method;Extract And Move Method	public matchDescription(desiredDescription Description) : Filter extracted from public filterWith(desiredDescription Description) : Request in class org.junit.runner.Request & moved to class org.junit.runner.manipulation.Filter
d6662fcc06ec7b07c696eb703c47d3731e4e11c7;Move Class;Move Class	org.junit.tests.experimental.max.CouldNotReadCoreException moved to org.junit.experimental.max.CouldNotReadCoreException
d6662fcc06ec7b07c696eb703c47d3731e4e11c7;Move Class;Move Class	org.junit.tests.experimental.max.MaxCore moved to org.junit.experimental.max.MaxCore
df48b66e73c740acb15f065eb7a4bad433930891;Extract Method;Extract Method	public run(request Request, core JUnitCore) : Result extracted from public run(request Request) : void in class org.junit.tests.experimental.max.MaxCore
ce7bda3346278aab6ccebedcd5b8c8d4ab27ba02;Rename Method;Rename Method	public twoTestsNotRun() : void renamed to public twoTestsNotRunComeBackInRandomOrder() : void in class org.junit.tests.experimental.max.MaxStarterTest
451ca12156d5704809a1feff78a10a9451cd2023;Inline Method;Inline Method	private findLeaves(description Description) : List<Description> inlined to private findLeaves(request Request) : List<Description> in class org.junit.tests.experimental.max.MaxCore
451ca12156d5704809a1feff78a10a9451cd2023;Rename Method;Rename Method	public testsNotYetRunHavePriority() : void renamed to public preferNewTests() : void in class org.junit.tests.experimental.max.MaxStarterTest
451ca12156d5704809a1feff78a10a9451cd2023;Rename Method;Rename Method	public newTestsHavePriorityOverTestsThatFailed() : void renamed to public preferNewTestsOverTestsThatFailed() : void in class org.junit.tests.experimental.max.MaxStarterTest
378e17964a4188bad9b3d966207a2f682072148e;Extract Method;Extract Method	private findLeaves(request Request) : List<Description> extracted from public getSpreads(request Request) : List<Odds> in class org.junit.tests.experimental.max.MaxCore
a72b0dbef4b01e8ad0b832d9a579dd7fabd5a071;Rename Class;Rename Class	org.junit.runner.Executioner renamed to org.junit.runner.Computer
a72b0dbef4b01e8ad0b832d9a579dd7fabd5a071;Rename Class;Rename Class	org.junit.tests.experimental.parallel.ParallelExecutioner renamed to org.junit.tests.experimental.parallel.ParallelComputer
432e3e27df0b072f3bab066cd33214913f4c7f32;Move Class;Move Class	org.junit.tests.experimental.parallel.ParallelTest.ParallelRunner moved to org.junit.tests.experimental.parallel.ParallelExecutioner.ParallelRunner
432e3e27df0b072f3bab066cd33214913f4c7f32;Move Class;Move Class	org.junit.tests.experimental.parallel.ParallelTest.Example moved to org.junit.tests.experimental.parallel.ParallelMethodTest.Example
432e3e27df0b072f3bab066cd33214913f4c7f32;Rename Class;Rename Class	org.junit.tests.experimental.parallel.ParallelTest renamed to org.junit.tests.experimental.parallel.ParallelClassTest
432e3e27df0b072f3bab066cd33214913f4c7f32;Extract Method;Extract Method	public run(asdfasdf Executioner, classes Class<?>[]) : Result extracted from public run(classes Class<?>[]) : Result in class org.junit.runner.JUnitCore
5a7824ae153484cb898c3850aa71b2cadf6f3fcc;Rename Class;Rename Class	org.junit.tests.validation.ValidationTest.Malformed renamed to org.junit.tests.validation.ValidationTest.NonStaticBeforeClass
5a7824ae153484cb898c3850aa71b2cadf6f3fcc;Rename Method;Rename Method	public something() : void renamed to public nonStaticBeforeClass() : void in class org.junit.tests.validation.ValidationTest
3dd6b9fca5ccbd02a4d1cb5c5b3c921e369662a0;Extract Method;Extract Method	private exceptionMessageFrom(testClass Class<?>) : String extracted from public constructorException() : void in class org.junit.tests.validation.BadlyFormedClassesTest
3dd6b9fca5ccbd02a4d1cb5c5b3c921e369662a0;Extract Method;Extract Method	private exceptionMessageFrom(testClass Class<?>) : String extracted from public noRunnableMethods() : void in class org.junit.tests.validation.BadlyFormedClassesTest
50b9c949876189d8c4871471ec346988e4ccae06;Extract Method;Extract Method	public validatePublicVoid(isStatic boolean, errors List<Throwable>) : void extracted from public validatePublicVoidNoArg(isStatic boolean, errors List<Throwable>) : void in class org.junit.runners.model.FrameworkMethod
095d3f8df0708f98d41f5894a892388b6985c44f;Rename Method;Rename Method	protected validateConstructor(errors List<Throwable>) : void renamed to protected validateZeroArgConstructor(errors List<Throwable>) : void in class org.junit.runners.BlockJUnit4ClassRunner
a07f1be1bc7eb7f7d757da48d0a3110452cca4d4;Inline Method;Inline Method	private runners(klass TestClass) : ArrayList<Runner> inlined to public Parameterized(klass Class<?>) in class org.junit.runners.Parameterized
dd9ee989f3f322c7c6793f95a73b28f3cc11c11e;Rename Method;Rename Method	protected validateNoArgConstructor(errors List<Throwable>) : void renamed to protected validateConstructor(errors List<Throwable>) : void in class org.junit.runners.BlockJUnit4ClassRunner
30a039854fd7f8cda135222054b247c158b91fa7;Inline Method;Inline Method	protected validateStaticMethods(errors List<Throwable>) : void inlined to protected collectInitializationErrors(errors List<Throwable>) : void in class org.junit.runners.ParentRunner
30a039854fd7f8cda135222054b247c158b91fa7;Rename Method;Rename Method	public validate(isStatic boolean, errors List<Throwable>) : void renamed to public validatePublicVoidNoArg(isStatic boolean, errors List<Throwable>) : void in class org.junit.runners.model.FrameworkMethod
30a039854fd7f8cda135222054b247c158b91fa7;Extract And Move Method;Extract And Move Method	public getAnnotations() : Annotation[] extracted from protected computeAnnotations(testMethod FrameworkMethod) : Annotation[] in class org.junit.runners.model.TestClass & moved to class org.junit.runners.model.FrameworkMethod
5d957024be0d1b181879d48b7915b3b8aad8f5d5;Extract Method;Extract Method	private validateDataPointFields(errors List<Throwable>) : void extracted from protected collectInitializationErrors(errors List<Throwable>) : void in class org.junit.experimental.theories.Theories
e07e59eb9d24f6e4fa85dd99f311c1feca6ea983;Rename Method;Rename Method	protected describeChild(child Throwable) : Description renamed to private describeCause(child Throwable) : Description in class org.junit.internal.runners.ErrorReportingRunner
e07e59eb9d24f6e4fa85dd99f311c1feca6ea983;Rename Method;Rename Method	protected runChild(child Throwable, notifier RunNotifier) : void renamed to private runCause(child Throwable, notifier RunNotifier) : void in class org.junit.internal.runners.ErrorReportingRunner
1fcd990f60518c941a44bae2596392021614a20b;Rename Method;Rename Method	public childBlock(method FrameworkMethod) : Statement renamed to public methodBlock(method FrameworkMethod) : Statement in class org.junit.experimental.theories.Theories
1fcd990f60518c941a44bae2596392021614a20b;Rename Method;Rename Method	protected childBlock(method FrameworkMethod) : Statement renamed to protected methodBlock(method FrameworkMethod) : Statement in class org.junit.runners.BlockJUnit4ClassRunner
1fcd990f60518c941a44bae2596392021614a20b;Rename Method;Rename Method	protected invoke(method FrameworkMethod, test Object) : Statement renamed to protected methodInvoker(method FrameworkMethod, test Object) : Statement in class org.junit.runners.BlockJUnit4ClassRunner
1fcd990f60518c941a44bae2596392021614a20b;Extract Method;Extract Method	protected withBeforeClasses(statement Statement) : Statement extracted from protected classBlock(notifier RunNotifier) : Statement in class org.junit.runners.ParentRunner
1fcd990f60518c941a44bae2596392021614a20b;Extract Method;Extract Method	protected withAfterClasses(statement Statement) : Statement extracted from protected classBlock(notifier RunNotifier) : Statement in class org.junit.runners.ParentRunner
1fcd990f60518c941a44bae2596392021614a20b;Rename Method;Rename Method	public childBlock(method FrameworkMethod) : Statement renamed to public methodBlock(method FrameworkMethod) : Statement in class org.junit.tests.experimental.theories.extendingwithstubs.StubbedTheories
123432f737b8d6e54937cf9f2e939b1e8f882e76;Move Class;Move Class	org.junit.internal.runners.ParentRunner moved to org.junit.runners.ParentRunner
123432f737b8d6e54937cf9f2e939b1e8f882e76;Move Class;Move Class	org.junit.internal.runners.model.TestClass moved to org.junit.runners.model.TestClass
a9815c0f1419e20b6282c3944195083bb38deaa9;Move Class;Move Class	org.junit.runners.FrameworkMethod moved to org.junit.runners.model.FrameworkMethod
a9815c0f1419e20b6282c3944195083bb38deaa9;Move Class;Move Class	org.junit.runners.InitializationError moved to org.junit.runners.model.InitializationError
a9815c0f1419e20b6282c3944195083bb38deaa9;Move Class;Move Class	org.junit.runners.RunnerBuilder moved to org.junit.runners.model.RunnerBuilder
a9815c0f1419e20b6282c3944195083bb38deaa9;Move Class;Move Class	org.junit.runners.Statement moved to org.junit.runners.model.Statement
c96215c5d025336d8ab1d7d2ab57daee20869cea;Move Class;Move Class	org.junit.internal.runners.model.FrameworkMethod moved to org.junit.runners.FrameworkMethod
c96215c5d025336d8ab1d7d2ab57daee20869cea;Extract Method;Extract Method	protected computeAnnotations(testMethod FrameworkMethod) : Annotation[] extracted from private addToAnnotationLists(testMethod FrameworkMethod) : void in class org.junit.internal.runners.model.TestClass
c96215c5d025336d8ab1d7d2ab57daee20869cea;Rename Method;Rename Method	public failedAssumptionsMeanIgnored() : void renamed to public failedAssumptionsMeanPassing() : void in class org.junit.tests.experimental.AssumptionTest
8e3f361443ddf8bca21c3db661c75d374fe78dba;Extract Method;Extract Method	private makeNotifier(method FrameworkMethod, notifier RunNotifier) : EachTestNotifier extracted from protected runChild(method FrameworkMethod, notifier RunNotifier) : void in class org.junit.runners.BlockJUnit4ClassRunner
